bairro,logradouro,venda_itbi_rs_m2,venal_iptu_rs_m2,premio_mercado,n_vendas,n_imoveis_iptu
VILA JARDIM,AVENIDA DOS PRAZERES,3370,2204,1.53,11,275
VILA JARDIM,RUA ALVARO NICOFE,2978,1649,1.81,8,62
VILA JARDIM,RUA ITAPEMA,2601,1886,1.38,3,81
VILA JARDIM,RUA FRANCISCO DE AQUINO,2312,1897,1.22,3,51
VILA JARDIM,RUA ISRAEL,1863,1967,0.95,3,56
VILA NOVA,RUA JEROLOMO MINUZO,6667,1809,3.69,3,103
VILA NOVA,ESTRADA DAS TRES MENINAS,6541,2989,2.19,70,313
VILA NOVA,RUA DEROCY GIACOMO DA SILVA,5480,1575,3.48,460,483
VILA NOVA,RUA MIGUEL ASCOLEZE,5238,1586,3.3,9,70
VILA NOVA,AVENIDA EDUARDO PRADO,4862,3970,1.22,7,267
VILA NOVA,RUA HELIA FERNANDES PRESSER,4834,2583,1.87,48,60
VILA NOVA,ESTRADA JORGE PEREIRA NUNES,4682,2152,2.18,22,393
VILA NOVA,RUA WALTON PONTES CARPES,4656,2541,1.83,91,376
VILA NOVA,AVENIDA DA CAVALHADA,4463,2940,1.52,102,531
VILA NOVA,BECO CARLOS SUPERTI,4457,1147,3.89,98,30
VILA NOVA,RUA ATILIO SUPERTTI,4457,1768,2.52,407,588
VILA NOVA,ESTRADA JOAO SALOMONI,4435,1597,2.78,93,468
VILA NOVA,AVENIDA RODRIGUES DA FONSECA,4081,2573,1.59,42,213
VILA NOVA,RUA CEL FREDERICO CARLOS GOMES,4043,1624,2.49,6,71
VILA NOVA,RUA JOAQUIM DE CARVALHO,3720,1452,2.56,120,762
VILA NOVA,RUA DR ALDO WILDT,3603,2032,1.77,79,399
VILA NOVA,RUA PEDRO RODRIGUES BITENCOURT,3568,1706,2.09,4,64
VILA NOVA,RUA CRISTIANE VON SALTIEL,3565,2234,1.6,5,15
VILA NOVA,RUA ADRIANO PEREIRA DA SILVA,3476,2010,1.73,19,137
VILA NOVA,AVENIDA BELEM VELHO,3382,2149,1.57,9,201
VILA NOVA,ESTRADA JOAO VEDANA,3226,976,3.31,3,68
VILA NOVA,RUA DR PIO FIORI DE AZEVEDO,3197,1451,2.2,43,192
VILA NOVA,RUA AMAPA,3171,1967,1.61,15,345
VILA NOVA,RUA CEL OCTAVIANO PINTO SOARES,3141,1295,2.43,28,129
VILA NOVA,AVENIDA ROMEU SAMARANI FERREIRA,3080,1254,2.46,47,318
VILA NOVA,AVENIDA MONTE CRISTO,3080,1540,2.0,36,142
VILA NOVA,RUA FERNANDO PESSOA,3080,1199,2.57,7,40
VILA NOVA,ESTRADA CRISTIANO KRAEMER,3048,1388,2.2,60,235
VILA NOVA,RUA JOIA,3040,1193,2.55,9,81
VILA NOVA,RUA GIOBATTA GIUSEPPE PETRACCO,3020,1684,1.79,15,60
VILA NOVA,BECO IMPERIO,2942,1352,2.18,189,410
VILA NOVA,RUA CAPITAO AMARANTE XAVIER,2922,1193,2.45,20,69
VILA NOVA,RUA VENTOS DO SUL,2910,1340,2.17,70,354
VILA NOVA,RUA ENFERMEIRO VENTURA,2756,1830,1.51,3,50
VILA NOVA,AVENIDA VICENTE MONTEGGIA,2695,2268,1.19,22,305
VILA NOVA,RUA ANGELO PASSUELO,2677,1476,1.81,4,88
VILA NOVA,RUA BRIGADEIRO LEONARDO TEIXEIRA COLLARES,2468,1898,1.3,6,40
VILA NOVA,RUA MARQUES DO MARICA,2460,1741,1.41,8,130
VILA NOVA,ESTRADA JOAO PASSUELO,2376,1870,1.27,7,168
VILA NOVA,RUA MANUELE CRISTIANE GONCALVES,2308,1442,1.6,16,29
VILA SAO JOSE,RUA PRIMEIRO DE MARCO,7500,1982,3.78,5,91
VILA SAO JOSE,RUA MARTINS DE LIMA,3946,1667,2.37,18,434
VILA SAO JOSE,RUA PRIMEIRO DE SETEMBRO,3880,2419,1.6,107,617
VILA SAO JOSE,RUA SANTA MARIA,3740,1623,2.3,15,270
VILA SAO JOSE,RUA DONA FIRMINA,3704,1197,3.09,20,336
VILA SAO JOSE,AVENIDA BENTO GONCALVES,3635,1451,2.51,15,86
VILA SAO JOSE,RUA SALDANHA DA GAMA,3550,1852,1.92,43,327
VILA SAO JOSE,RUA VINTE SEIS DE DEZEMBRO,3368,1833,1.84,4,133
VILA SAO JOSE,RUA VIDAL DE NEGREIROS,3306,1536,2.15,9,260
VILA SAO JOSE,RUA SANTO ALFREDO,3286,1619,2.03,14,204
VILA SAO JOSE,RUA FREI CLEMENTE,2910,1324,2.2,3,68
VILA SAO JOSE,RUA NOVE DE JUNHO,2795,1222,2.29,23,340
VILA SAO JOSE,RUA BORBOREMA,2782,1192,2.33,10,133
VILA SAO JOSE,RUA SAO GUILHERME,2080,1980,1.05,5,97
VL JOAO PESSOA,RUA BORBOREMA,6091,1259,4.84,4,15
VL JOAO PESSOA,AVENIDA BENTO GONCALVES,5198,3199,1.62,16,92
VL JOAO PESSOA,RUA MARISTA,5076,2191,2.32,29,106
VL JOAO PESSOA,RUA IRMAO GERALDO,4900,1837,2.67,3,54
VL JOAO PESSOA,RUA IRMAO WEIBERT,3710,1872,1.98,10,148
VL JOAO PESSOA,RUA JUAREZ TAVORA,3629,1503,2.41,8,49
VL JOAO PESSOA,RUA TEN ALPOIM,3571,1882,1.9,5,71
VL JOAO PESSOA,AVENIDA VALADO,3531,1827,1.93,4,98
VL JOAO PESSOA,RUA ANGELO BARCELOS,3471,1546,2.25,20,191
VL JOAO PESSOA,RUA HONORIO LEMOS,3466,1626,2.13,19,125
VL JOAO PESSOA,RUA EVANGELINA PORTO,3452,1615,2.14,19,139
VL JOAO PESSOA,RUA CONDOR,3200,1350,2.37,7,91
VL JOAO PESSOA,RUA CEL JOSE RODRIGUES SOBRAL,2998,1814,1.65,6,86
VL JOAO PESSOA,AVENIDA ROCIO,2800,1645,1.7,10,179
VL JOAO PESSOA,AVENIDA LUIZ MOSCHETTI,2679,1881,1.42,8,88
VL JOAO PESSOA,RUA CEL TISIANO F DE LEONI,2550,1782,1.43,4,40
VL JOAO PESSOA,RUA MARECHAL MALLET,2459,1349,1.82,3,76
